times,Temp_F,Sp Cond_µS/cm,pH_,Turb+_NTU+,ODOSat_%,ODO_mg/L,Bat_V,ADCP Temp_F,Press_psi,Bat_V,Level_ft,Hs_ft,Ts_sec,Vel Mag_ft/s
2011-06-06 19:45:00,65.12,270,8.51,2.6,106.9,10.03,11.9,16.75,3.28,10.8,43.01,0.024,4,
2011-06-06 20:15:00,65.17,268,8.46,2.6,107.1,10.05,11.9,16.75,3.27,10.8,42.944,0.011,4,
2011-06-06 20:45:00,65.1,269,8.33,2.6,105.1,9.86,11.9,16.74,3.27,10.8,42.981,0.012,4,
2011-06-06 21:15:00,64.88,268,8.49,2.6,105.2,9.9,11.9,16.74,3.26,10.8,42.921,0.014,4,
2011-06-06 21:45:00,64.89,268,8.38,2.1,104,9.79,11.9,16.73,3.25,10.8,42.934,0.015,4,
2011-06-06 22:15:00,64.87,268,8.42,2,105,9.89,11.9,16.73,3.26,10.8,42.925,0.012,4,
2011-06-06 22:45:00,64.72,268,8.45,1.4,104.1,9.81,11.9,16.72,3.26,10.8,42.946,0.019,4,
2011-06-06 23:15:00,64.65,268,8.47,1.7,104.5,9.86,11.9,16.71,3.28,10.8,42.992,0.078,3,
2011-06-06 23:45:00,64.65,268,8.42,1.3,103.1,9.72,11.9,16.7,3.25,10.8,42.937,0.06,4,
2011-06-07 00:15:00,64.63,268,8.42,1.4,102.8,9.7,11.9,16.7,3.28,10.8,43.008,0.027,4,
2011-06-07 00:45:00,64.61,268,8.41,1.4,102.5,9.67,11.9,16.7,3.28,10.8,43.067,0.03,4,
2011-06-07 01:15:00,64.6,268,8.4,1.8,102,9.63,11.8,16.7,3.31,10.8,43.09,0.074,4,
2011-06-07 01:45:00,64.6,268,8.39,1.4,101.4,9.57,11.7,16.7,3.3,10.6,43.104,0.052,3,
2011-06-07 02:15:00,64.6,268,8.41,1.9,101.9,9.62,11.8,16.7,3.32,10.6,43.14,0.071,2,
2011-06-07 02:45:00,64.6,268,8.42,1.6,102.3,9.65,11.8,16.7,3.31,10.6,43.113,0.123,2,
2011-06-07 03:15:00,64.62,268,8.4,1.9,101.5,9.58,11.8,16.71,3.33,10.6,43.198,0.151,3,
2011-06-07 03:45:00,64.61,268,8.42,1.9,101.6,9.59,11.8,16.71,3.5,10.6,43.723,0.122,3,
2011-06-07 04:15:00,64.58,267,8.41,2.5,101,9.53,11.8,16.71,3.33,10.6,42.919,0.395,4,
2011-06-07 04:45:00,64.57,267,8.39,3.3,100.2,9.47,11.8,16.71,3.31,10.6,43.016,0.461,4,
2011-06-07 05:15:00,64.51,267,8.38,5,99.3,9.38,11.8,16.72,3.17,10.6,42.925,0.365,4,
2011-06-07 05:45:00,64.48,267,8.37,6.6,98.5,9.31,11.8,16.72,3.31,10.6,43.491,0.291,4,
2011-06-07 06:15:00,64.52,267,8.39,4.6,99.9,9.44,11.8,16.72,3.33,10.6,43.441,0.301,3,
2011-06-07 06:45:00,64.49,267,8.35,6.2,98.2,9.28,11.9,16.72,3.31,10.6,42.957,0.227,3,
2011-06-07 07:15:00,64.49,267,8.38,5.9,98.7,9.33,12.4,16.72,3.28,11.4,42.892,0.226,3,
2011-06-07 07:45:00,64.59,267,8.42,3.6,101.1,9.55,12.9,16.72,3.3,11.8,42.834,0.188,3,
2011-06-07 08:15:00,64.72,267,8.39,4.1,99.6,9.39,13.1,16.72,3.4,11.8,43.252,0.217,3,
2011-06-07 08:45:00,64.9,267,8.45,3.1,102.4,9.63,14.1,16.72,3.26,12.8,42.944,0.208,3,
2011-06-07 09:15:00,65.2,267,8.42,4.4,101,9.47,14.7,16.73,3.18,13.8,42.723,0.195,4,
2011-06-07 09:45:00,65.31,267,8.45,3.4,102.5,9.6,15.5,16.74,3.4,14.2,43.55,0.212,3,
2011-06-07 10:15:00,65.47,267,8.49,3.2,104.4,9.75,14.4,16.75,3.26,13,42.845,0.159,3,
2011-06-07 10:45:00,66.64,268,8.43,4.9,102.5,9.45,13.8,16.77,3.24,12.6,43.049,0.182,3,
2011-06-07 11:15:00,66.41,268,8.46,3.6,104,9.62,13.5,16.79,3.37,12.4,43.292,0.134,3,
2011-06-07 11:45:00,66.72,268,8.49,2.5,106.1,9.78,13.4,16.82,3.24,12.2,42.815,0.16,5,
2011-06-07 12:15:00,66.66,268,8.47,3.2,105,9.68,13.3,16.85,3.19,12.2,42.772,0.188,4,
2011-06-07 12:45:00,66.91,268,8.49,2.9,106.1,9.76,13.3,16.89,3.34,12.2,43.108,0.167,4,
2011-06-07 13:15:00,66.8,268,8.49,2.9,106.1,9.77,13.2,16.92,3.27,12,43.128,0.213,4,
2011-06-07 13:45:00,67.5,268,8.49,3,106.8,9.76,13,16.96,3.32,12,43.182,0.214,4,
2011-06-07 14:15:00,67.54,268,8.53,2.4,108.3,9.89,13,16.98,3.33,11.8,43.17,0.219,4,
2011-06-07 14:45:00,66.93,267,8.54,2.7,108.7,10,13,17.01,3.27,11.8,42.86,0.213,4,
2011-06-07 15:15:00,66.69,268,8.5,3.1,106.9,9.86,12.8,17.04,3.27,11.6,43.066,0.215,5,
2011-06-07 15:45:00,67.13,268,8.49,2.6,106.9,9.81,12.8,17.07,3.39,11.6,43.499,0.315,5,
2011-06-07 16:15:00,67.34,268,8.51,2.3,107.6,9.85,12.6,17.09,3.3,11.4,43.233,0.355,5,
2011-06-07 16:45:00,67.03,268,8.5,3,107.4,9.87,12.4,17.12,3.28,11.2,42.987,0.415,4,
2011-06-07 17:15:00,67.28,268,8.5,3.3,107.1,9.81,12,17.13,3.26,11,43.017,0.378,4,
2011-06-07 17:45:00,67.11,268,8.46,3,105.8,9.7,12,17.15,3.32,10.8,43.066,0.39,4,
2011-06-07 18:15:00,66.95,270,8.41,2.3,103.7,9.53,11.9,17.16,3.33,10.8,43.049,0.451,4,
2011-06-07 18:45:00,67.22,268,8.42,2.9,103.6,9.49,12,17.17,3.25,10.8,42.948,0.475,4,
2011-06-07 19:15:00,66.97,268,8.43,3.1,103.4,9.5,12,17.18,3.32,10.8,43.109,0.462,4,
2011-06-07 19:45:00,66.42,268,8.39,3.3,101.9,9.43,12,17.18,3.29,10.8,43.027,0.348,4,
2011-06-07 20:15:00,66.21,268,8.35,3.2,100.7,9.33,11.9,17.18,3.29,10.8,43.083,0.32,4,
2011-06-07 20:45:00,66.23,268,8.38,3.7,101.4,9.4,11.8,17.18,3.32,10.8,43.2,0.273,4,
2011-06-07 21:15:00,66.2,268,8.35,3,100.3,9.29,11.9,17.18,3.21,10.8,42.787,0.272,4,
2011-06-07 21:45:00,66.25,268,8.38,4.1,101,9.36,11.8,17.18,3.26,10.8,42.972,0.238,4,
2011-06-07 22:15:00,66.33,268,8.38,3.5,101,9.35,11.9,17.19,3.32,10.8,43.155,0.219,4,
2011-06-07 22:45:00,66.29,268,8.32,2.9,98.8,9.15,11.9,17.2,3.25,10.8,42.89,0.175,4,
2011-06-07 23:15:00,66.26,268,8.38,3.6,100.8,9.34,11.9,17.21,3.28,10.8,42.967,0.169,4,
2011-06-07 23:45:00,66.3,268,8.37,3.1,100.5,9.31,11.8,17.22,3.36,10.8,43.136,0.174,4,
2011-06-08 00:15:00,66.32,268,8.38,2.9,100.9,9.34,11.9,17.23,3.31,10.8,42.969,0.14,4,
2011-06-08 00:45:00,66.36,268,8.35,2.9,100.1,9.26,11.9,17.24,3.22,10.8,42.815,0.141,3,
2011-06-08 01:15:00,66.32,268,8.36,2.9,100.5,9.3,11.9,17.26,3.36,10.8,43.143,0.128,4,
2011-06-08 01:45:00,66.29,268,8.34,2.7,99.3,9.19,11.9,17.27,3.28,10.8,43,0.103,4,
2011-06-08 02:15:00,66.2,268,8.32,2.7,98.6,9.14,11.9,17.28,3.35,10.8,43.098,0.099,4,
2011-06-08 02:45:00,66.13,268,8.32,2.4,98.8,9.17,11.9,17.28,3.34,10.8,43.179,0.124,3,
2011-06-08 03:15:00,66,268,8.34,2.4,99.4,9.24,11.9,17.29,3.34,10.8,43.008,0.099,4,
2011-06-08 03:45:00,65.95,268,8.35,2.6,99.9,9.28,12,17.28,3.28,10.8,42.951,0.099,4,
2011-06-08 04:15:00,65.86,268,8.38,2.4,101.1,9.4,12.4,17.28,3.35,11.2,43.245,0.095,4,
2011-06-08 04:45:00,65.85,268,8.33,2.2,99.7,9.28,12.6,17.27,3.34,11.4,43.146,0.09,4,
2011-06-08 05:15:00,65.84,268,8.33,2.1,100.1,9.31,12.6,17.26,3.35,11.4,43.131,0.087,3,
2011-06-08 05:45:00,65.97,268,8.39,2.2,101.7,9.45,12.8,17.25,3.35,11.8,43.298,0.087,3,
2011-06-08 06:15:00,66.1,268,8.39,2.1,101.9,9.46,13.6,17.25,3.39,12.4,43.251,0.101,3,
2011-06-08 06:45:00,66.25,268,8.4,2.2,102.7,9.51,14.8,17.24,3.3,13.4,43.254,0.114,2,
2011-06-08 07:15:00,66.42,268,8.42,2.4,103.6,9.58,14.7,17.25,3.35,13.2,43.267,0.115,3,
2011-06-08 07:45:00,66.59,268,8.42,2.3,103.9,9.59,14,17.26,3.36,12.6,43.253,0.1,3,
2011-06-08 08:15:00,66.79,268,8.45,2.1,105.4,9.71,13.6,17.27,3.35,12.4,43.172,0.112,4,
2011-06-08 08:45:00,66.93,268,8.45,1.9,105.6,9.71,13.4,17.29,3.33,12.4,43.249,0.105,4,
2011-06-08 09:15:00,67.12,268,8.46,2,106.3,9.75,13.5,17.3,3.38,12.4,-328079.974,-328076.719,-99999,
2011-06-08 09:45:00,67.28,268,8.49,1.9,107.5,9.84,13.7,17.32,3.31,12.4,43.056,0.119,3,
2011-06-08 10:15:00,67.56,268,8.45,2.1,106.3,9.71,13.5,17.35,3.31,12.4,43.113,0.133,3,
2011-06-08 10:45:00,68.21,268,8.47,2,107.8,9.77,13.4,17.37,3.33,12.2,43.172,0.199,3,
2011-06-08 11:15:00,68.74,268,8.55,2,110.9,9.99,13.3,17.41,3.29,12.2,43.064,0.501,4,
2011-06-08 11:45:00,69.08,268,8.5,3.1,109.3,9.81,13.3,17.45,3.3,12.2,43.122,0.816,4,
2011-06-08 12:15:00,69.13,268,8.52,4.2,109.7,9.84,13.3,17.5,3.3,12.2,43.012,0.692,4,
2011-06-08 12:45:00,69.33,269,8.49,10,108.4,9.71,13.2,17.55,3.29,12.2,43.002,0.845,4,
2011-06-08 13:15:00,69.68,269,8.49,5.2,108.3,9.66,13.3,17.61,3.27,12.2,42.973,0.71,4,
2011-06-08 13:45:00,69.5,269,8.49,7.8,108,9.66,13.1,17.67,3.29,12,43.037,0.695,4,
2011-06-08 14:15:00,69.38,269,8.47,9.6,107.1,9.59,13.2,17.73,3.27,12,42.895,0.576,4,
2011-06-08 14:45:00,69.55,269,8.46,8.7,106.4,9.5,13.1,17.79,3.25,12,42.955,0.617,4,
2011-06-08 15:15:00,69.38,269,8.44,9.1,105.5,9.44,13,17.84,3.3,11.8,43.054,0.497,4,
2011-06-08 15:45:00,69.41,269,8.42,8,105.4,9.43,12.9,17.89,3.26,11.8,42.932,0.365,4,
2011-06-08 16:15:00,69.4,269,8.41,7.5,105,9.39,12.7,17.93,3.24,11.6,42.818,0.347,4,
2011-06-08 16:45:00,69.48,269,8.4,6,104.5,9.35,12.5,17.97,3.27,11.4,42.983,0.341,4,
2011-06-08 17:15:00,69.49,269,8.39,5.9,104.4,9.33,12.1,18.01,3.3,11,43.071,0.31,4,
2011-06-08 17:45:00,69.35,269,8.31,6.1,101.2,9.06,12,18.04,3.28,10.8,42.942,0.331,4,
2011-06-08 18:15:00,69.4,269,8.32,6.4,101.7,9.1,12,18.07,3.3,10.8,43.068,0.312,4,
2011-06-08 18:45:00,69.45,270,8.33,5.8,101.5,9.07,12,18.11,3.31,10.8,43.066,0.349,4,
2011-06-08 19:15:00,69.44,270,8.33,6.2,101.3,9.06,12,18.14,3.28,10.8,43.017,0.309,3,
2011-06-08 19:45:00,69.38,270,8.31,7.9,100.7,9.02,12,18.17,3.32,10.8,43.072,0.313,5,
2011-06-08 20:15:00,69.4,270,8.31,7.2,100.4,8.98,12,18.21,3.32,10.8,43.112,0.349,4,
2011-06-08 20:45:00,69.43,271,8.29,6.1,99.6,8.91,12,18.24,3.31,10.8,43.017,0.318,3,
2011-06-08 21:15:00,69.44,271,8.34,6.4,101.7,9.1,12,18.26,3.28,10.8,43.065,0.403,3,
2011-06-08 21:45:00,69.48,276,8.31,5.8,100.5,8.99,12,18.3,3.3,10.8,43.089,0.414,3,
2011-06-08 22:15:00,69.53,272,8.32,6.1,100.7,9,11.9,18.32,3.27,10.8,42.997,0.365,3,
2011-06-08 22:45:00,69.53,272,8.3,6.2,99.6,8.89,11.9,18.35,3.31,10.8,43.103,0.388,3,
2011-06-08 23:15:00,69.6,273,8.29,5.6,99.3,8.87,12,18.38,3.32,10.8,43.193,0.353,4,
2011-06-08 23:45:00,69.62,273,8.29,6,98.8,8.82,11.9,18.41,3.35,10.8,43.23,0.483,3,
2011-06-09 00:15:00,69.63,274,8.31,6.6,99.9,8.92,11.9,18.43,3.31,10.8,43.184,0.574,3,
2011-06-09 00:45:00,69.64,274,8.27,6.6,98.3,8.78,11.9,18.46,3.3,10.8,43.052,0.47,3,
2011-06-09 01:15:00,69.62,274,8.29,7.4,98.9,8.83,11.9,18.48,3.35,10.8,43.191,0.462,3,
2011-06-09 01:45:00,69.53,274,8.32,6.4,100.2,8.95,11.8,18.5,3.32,10.8,43.187,0.463,3,
2011-06-09 02:15:00,69.6,274,8.27,6.2,98.1,8.76,11.9,18.52,3.39,10.8,43.322,0.427,3,
2011-06-09 02:45:00,69.52,274,8.26,6.7,97.9,8.75,11.9,18.54,3.38,10.8,43.327,0.51,4,
2011-06-09 03:15:00,69.5,274,8.26,8.3,97.3,8.69,11.8,18.56,3.38,10.6,43.37,0.472,4,
2011-06-09 03:45:00,69.4,274,8.28,7.2,98.5,8.81,11.8,18.57,3.29,10.6,42.988,0.815,4,
2011-06-09 04:15:00,69.54,275,8.27,10.9,96.2,8.6,11.9,18.58,3.32,10.8,43.132,0.847,4,
2011-06-09 04:45:00,69.38,274,8.25,9.7,97.1,8.69,12.2,18.59,3.26,11,43.082,0.773,4,
2011-06-09 05:15:00,69.3,273,8.25,9.9,97.3,8.71,12.6,18.6,3.33,11.4,42.981,0.825,4,
2011-06-09 05:45:00,69.46,273,8.25,11.2,96.8,8.66,12.8,18.6,3.36,11.8,43.307,0.857,4,
2011-06-09 06:15:00,69.22,271,8.3,11.4,99.6,8.93,13.4,18.6,3.47,12.2,43.547,0.778,4,
2011-06-09 06:45:00,69.14,270,8.33,11.4,100.2,8.99,14.7,18.59,3.32,13.4,43.042,0.801,4,
2011-06-09 07:15:00,69.84,273,8.32,18.6,98.6,8.78,15.3,18.58,3.36,14,43.015,0.847,4,
2011-06-09 07:45:00,69.91,272,8.33,17.9,99,8.81,14.9,18.57,3.22,13.6,43.148,0.949,4,
2011-06-09 08:15:00,70.2,272,8.34,18.6,99.4,8.81,15.3,18.57,3.27,13,42.84,0.848,4,
2011-06-09 08:45:00,69.77,271,8.35,10.7,100.8,8.98,13.3,18.58,3.23,12.2,42.906,0.783,4,
2011-06-09 09:15:00,70.1,271,8.34,15.1,100.1,8.89,13.4,18.59,3.37,12.2,43.235,0.658,4,
2011-06-09 09:45:00,69.74,271,8.33,9.5,100.2,8.94,14.5,18.59,3.28,12.8,43.03,0.587,4,
2011-06-09 10:15:00,69.91,271,8.32,9.5,100,8.9,13.9,18.61,3.35,12.4,42.98,0.64,4,
2011-06-09 10:45:00,70.03,275,8.32,8.2,100,8.89,14.5,18.62,3.23,13.8,42.841,0.647,4,
2011-06-09 11:15:00,70.43,272,8.32,12.2,99.1,8.77,13.6,18.63,3.34,12.4,43.258,0.556,4,
2011-06-09 11:45:00,70.29,271,8.32,12.8,100,8.86,13.5,18.65,3.29,12.4,43.01,0.549,4,
2011-06-09 12:15:00,70.38,272,8.31,12.3,99.8,8.84,13.7,18.66,3.26,12.4,42.984,0.507,4,
2011-06-09 12:45:00,70.58,271,8.32,9.4,100.3,8.86,13.4,18.68,3.32,12.2,43.198,0.492,4,
2011-06-09 13:15:00,70.65,272,8.33,12.1,100.4,8.86,13.4,18.7,3.34,12.2,43.101,0.405,4,
2011-06-09 13:45:00,70.73,273,8.33,10.4,99.9,8.81,13.4,18.72,3.32,12.2,43.285,0.505,4,
2011-06-09 14:15:00,70.74,273,8.33,11.6,99.9,8.81,13.3,18.75,3.39,12.2,43.382,0.511,4,
2011-06-09 14:45:00,70.96,273,8.33,11.9,99.8,8.78,13.2,18.78,3.37,12,43.302,0.48,3,
2011-06-09 15:15:00,70.88,274,8.31,15.2,99.1,8.72,13.1,18.81,3.33,12,43.219,0.548,3,
2011-06-09 15:45:00,70.81,273,8.31,13.5,98.8,8.71,12.8,18.84,3.4,11.6,43.349,0.685,4,
2011-06-09 16:15:00,70.87,274,8.29,11.2,97.8,8.61,12.8,18.88,3.36,11.6,43.289,0.586,3,
2011-06-09 16:45:00,70.8,274,8.27,10.3,97.2,8.56,12.7,18.91,3.34,11.4,43.26,0.535,4,
2011-06-09 17:15:00,70.73,275,8.29,9.8,98,8.64,12.3,18.94,3.4,11,43.411,0.572,4,
2011-06-09 17:45:00,70.87,274,8.29,10.9,97.1,8.55,12,18.96,3.39,10.8,43.41,0.469,3,
2011-06-09 18:15:00,70.65,275,8.23,9.3,95.3,8.41,12,18.99,3.41,10.8,43.439,0.549,3,
2011-06-09 18:45:00,70.61,275,8.23,9.9,95.2,8.41,12,19.01,3.43,10.8,43.392,0.625,4,
2011-06-09 19:15:00,70.54,277,8.21,10.1,94.4,8.34,12,19.02,3.37,10.8,43.233,0.709,4,
2011-06-09 19:45:00,70.4,274,8.22,10.9,95,8.41,12,19.04,3.33,10.8,43.103,0.748,4,
2011-06-09 20:15:00,70.52,275,8.22,13.2,94.3,8.33,12,19.05,3.32,10.8,43.166,0.759,4,
2011-06-09 20:45:00,70.27,275,8.25,13.4,94.9,8.41,11.9,19.06,3.35,10.8,43.33,0.968,4,
2011-06-09 21:15:00,70.17,274,8.21,13.3,94.7,8.4,12,19.06,3.29,10.8,43.024,0.865,4,
2011-06-09 21:45:00,70.12,274,8.25,12.2,95.4,8.47,12,19.06,3.34,10.8,43.144,0.972,4,
2011-06-09 22:15:00,69.99,274,8.22,12.8,94.6,8.41,12,19.07,3.28,10.8,43.017,0.754,4,
2011-06-09 22:45:00,69.93,276,8.24,12.4,94.8,8.43,11.9,19.07,3.28,10.8,43.038,0.758,4,
2011-06-09 23:15:00,69.82,275,8.24,17,94,8.38,11.9,19.07,3.26,10.8,42.962,0.824,4,
2011-06-09 23:45:00,69.44,272,8.24,13.1,95.4,8.53,11.9,19.06,3.26,10.8,42.894,0.665,5,
2011-06-10 00:15:00,69.11,271,8.25,11.7,96.4,8.66,11.9,19.04,3.25,10.8,42.937,0.802,4,
2011-06-10 00:45:00,68.56,270,8.3,9.3,98.4,8.89,11.9,19.01,3.27,10.8,42.994,0.655,4,
2011-06-10 01:15:00,68.33,269,8.31,10.6,98.8,8.95,11.9,18.98,3.25,10.6,42.971,0.585,4,
2011-06-10 01:45:00,68.22,269,8.3,10.6,98.4,8.92,11.8,18.94,3.26,10.6,43.006,0.448,4,
2011-06-10 02:15:00,68.06,269,8.31,12.6,98.8,8.97,11.8,18.91,3.31,10.6,42.964,0.306,5,
2011-06-10 02:45:00,67.95,270,8.27,9.3,96.7,8.79,11.7,18.87,3.34,10.6,43.078,0.376,4,
2011-06-10 03:15:00,67.86,269,8.25,9.2,95.9,8.73,11.8,18.83,3.31,10.6,43.06,0.259,4,
2011-06-10 03:45:00,67.66,269,8.28,9.1,97.5,8.89,11.8,18.79,3.34,10.6,43.242,0.244,4,
2011-06-10 04:15:00,67.56,269,8.31,8.6,97.9,8.94,12,18.76,3.32,10.8,43.154,0.229,4,
2011-06-10 04:45:00,67.49,269,8.26,8.9,96.3,8.8,12.4,18.72,3.33,11.4,43.235,0.238,4,
2011-06-10 05:15:00,67.55,269,8.24,6.8,96.2,8.79,12.8,18.68,3.34,11.6,43.349,0.205,4,
2011-06-10 05:45:00,67.61,269,8.3,7.9,98.3,8.97,13,18.64,3.37,11.8,43.324,0.181,4,
2011-06-10 06:15:00,67.67,268,8.33,5.8,99.8,9.1,13.6,18.61,3.37,12.6,43.389,0.202,3,
2011-06-10 06:45:00,67.77,268,8.37,6.4,101.1,9.21,14.9,18.57,3.41,13.6,43.357,0.141,4,
2011-06-10 07:15:00,67.76,268,8.4,6.3,102.2,9.31,14.9,18.54,3.39,13.8,43.348,0.148,3,
2011-06-10 07:45:00,67.84,268,8.42,7.2,102.5,9.33,14.2,18.51,3.39,12.4,43.355,0.147,3,
2011-06-10 08:15:00,67.59,268,8.42,7.3,102,9.31,13.4,18.48,3.4,12.2,43.377,0.138,3,
2011-06-10 08:45:00,67.79,270,8.42,7.1,101.8,9.27,14.3,18.45,3.32,12.6,43.187,0.137,3,
2011-06-10 09:15:00,67.56,272,8.43,6.9,102.4,9.35,13.3,18.43,3.32,12.2,43.099,0.108,3,
2011-06-10 09:45:00,67.55,272,8.44,6.6,102.4,9.35,13.4,18.41,3.36,12.2,43.217,0.1,3,
2011-06-10 10:15:00,68.05,269,8.44,7.1,102.8,9.33,13.3,18.39,3.34,12.4,43.237,0.108,3,
2011-06-10 10:45:00,67.86,269,8.45,6.9,102.8,9.35,13.3,18.37,3.36,12.2,43.264,0.088,3,
2011-06-10 11:15:00,67.82,269,8.45,6.6,102.7,9.35,13.5,18.35,3.32,13,43.163,0.066,4,
2011-06-10 11:45:00,67.72,269,8.46,5.8,102.7,9.36,13.8,18.34,3.26,13,42.884,0.08,4,
2011-06-10 12:15:00,67.58,269,8.46,5.8,103.2,9.42,13.7,18.32,3.18,12.6,42.701,0.112,3,
2011-06-10 12:45:00,67.8,269,8.47,5.3,103.6,9.43,13.6,18.3,3.09,12.4,42.381,0.105,4,
2011-06-10 13:15:00,67.69,269,8.48,5.7,104.2,9.5,13.4,18.28,3.18,12.2,42.797,0.11,3,
2011-06-10 13:45:00,67.5,269,8.49,4.7,103.4,9.45,13.4,18.26,3.23,12.2,42.851,0.115,3,
2011-06-10 14:15:00,67.63,269,8.49,4.7,104,9.49,13.2,18.24,3.2,12,42.839,0.144,3,
2011-06-10 14:45:00,67.34,268,8.49,4.7,103.7,9.49,12.8,18.22,3.25,11.6,42.954,0.114,3,
2011-06-10 15:15:00,67.19,269,8.49,4.6,103.6,9.5,12.5,18.2,3.17,11.2,42.72,0.119,3,
2011-06-10 15:45:00,67.18,268,8.46,4.3,102.4,9.39,12.2,18.19,3.23,11,42.784,0.11,3,
2011-06-10 16:15:00,67.04,268,8.46,5.2,102.4,9.4,12.1,18.17,3.26,11,43.01,0.1,3,
2011-06-10 16:45:00,66.9,268,8.45,5,101.2,9.31,11.9,18.15,3.2,10.8,42.785,0.114,3,
2011-06-10 17:15:00,66.67,271,8.43,5.1,100.6,9.28,11.9,18.13,3.3,10.8,42.946,0.113,3,
2011-06-10 17:45:00,66.67,270,8.43,5,100.4,9.26,11.9,18.12,3.33,10.8,43.119,0.108,3,
2011-06-10 18:15:00,66.59,274,8.42,4.9,100,9.23,11.9,18.1,3.2,10.8,42.948,0.146,3,
2011-06-10 18:45:00,66.48,271,8.35,4.6,97.4,9,12,18.08,3.31,10.8,43.117,0.153,3,
2011-06-10 19:15:00,66.43,272,8.35,4.2,96.9,8.96,12,18.07,3.34,10.8,43.06,0.168,4,
2011-06-10 19:45:00,66.42,274,8.38,5,97.9,9.05,11.9,18.05,3.24,10.8,42.776,0.138,4,
2011-06-10 20:15:00,66.41,271,8.37,4.5,97.8,9.04,11.9,18.04,3.36,10.8,43.237,0.168,4,
2011-06-10 20:45:00,66.35,272,8.4,5.7,98.5,9.12,11.9,18.03,3.26,10.8,43.042,0.118,3,
2011-06-10 21:45:00,66.23,272,8.36,4.7,97,8.99,11.9,18,3.31,10.8,43.123,0.126,3,
2011-06-10 22:15:00,66.21,272,8.33,4.2,96,8.9,11.9,18,3.25,10.8,42.939,0.174,4,
2011-06-10 22:45:00,66.16,272,8.37,4.2,97.1,9.01,11.9,17.98,3.27,10.8,42.899,0.125,3,
2011-06-10 23:15:00,66.16,272,8.36,4.1,96.7,8.97,11.9,17.97,3.29,10.8,43.122,0.147,4,
2011-06-10 23:45:00,66.13,270,8.35,3.9,96.4,8.94,11.9,17.96,3.27,10.8,42.875,0.146,4,
2011-06-11 00:15:00,66.13,271,8.27,3.6,94.1,8.73,11.8,17.94,3.28,10.6,42.898,0.129,4,
2011-06-11 00:45:00,66.1,271,8.32,3.5,95.4,8.85,11.8,17.93,3.22,10.6,42.744,0.134,4,
2011-06-11 01:15:00,66.07,272,8.31,3.6,95,8.82,11.8,17.92,3.28,10.6,42.816,0.129,4,
2011-06-11 01:45:00,66.07,272,8.29,3.9,94.1,8.74,11.8,17.91,3.26,10.6,42.903,0.118,4,
2011-06-11 02:15:00,66.03,271,8.28,3.4,93.8,8.72,11.8,17.89,3.3,10.6,42.993,0.108,3,
2011-06-11 02:45:00,65.98,272,8.25,4,93,8.64,11.8,17.88,3.27,10.6,42.989,0.092,4,
2011-06-11 03:15:00,66.01,271,8.2,3.7,90.9,8.44,11.8,17.87,3.23,10.6,42.815,0.109,3,
2011-06-11 03:45:00,65.98,271,8.25,4.1,92.8,8.62,11.8,17.85,3.3,10.6,43.006,0.078,4,
2011-06-11 04:15:00,65.95,273,8.28,4.3,93.6,8.7,11.9,17.83,3.29,10.8,43.088,0.079,4,
2011-06-11 04:45:00,65.94,273,8.3,4,94.4,8.78,12.1,17.81,3.24,11,43.051,0.075,5,
2011-06-11 05:15:00,65.95,272,8.3,4.1,94.2,8.76,12.5,17.79,3.24,11.4,43.024,0.071,4,
2011-06-11 05:45:00,66.01,273,8.32,3.8,94.9,8.82,12.8,17.77,3.31,11.6,43.182,0.095,4,
2011-06-11 06:15:00,66.1,272,8.27,3.6,93.7,8.69,12.7,17.75,3.3,11.6,43.015,0.078,4,
2011-06-11 06:45:00,66.17,272,8.3,3.8,94.7,8.78,13.1,17.74,3.28,11.8,42.956,0.079,4,
2011-06-11 07:15:00,66.28,271,8.31,3.8,95.3,8.83,12.9,17.73,3.25,11.8,42.94,0.076,3,
2011-06-11 07:45:00,66.48,271,8.33,3.5,96.2,8.89,13.1,17.73,3.27,11.8,42.944,0.085,5,
2011-06-11 08:15:00,66.49,268,8.34,3.4,96.8,8.94,13.2,17.72,3.28,12.4,43.078,0.088,3,
2011-06-11 08:45:00,66.95,268,8.37,3.1,98.1,9.02,15,17.72,3.3,14,43.033,0.088,5,
2011-06-11 09:15:00,67,268,8.43,3.1,101.4,9.32,13.2,17.72,3.26,12.2,42.912,0.079,4,
2011-06-11 09:45:00,67.35,270,8.43,3.1,100.9,9.24,13.6,17.72,3.34,12.2,43.132,0.073,5,
2011-06-11 10:15:00,67.34,268,8.46,3.2,103,9.42,12.9,17.72,3.32,11.8,43.015,0.078,5,
2011-06-11 10:45:00,67.25,269,8.44,3,101.6,9.31,13.1,17.73,3.26,12.2,43.011,0.081,5,
2011-06-11 11:15:00,67.64,268,8.45,3,102.3,9.34,13.4,17.73,3.29,12.6,43.105,0.069,4,
2011-06-11 11:45:00,67.78,268,8.5,2.5,104.8,9.54,13.4,17.74,3.27,12,43.011,0.068,5,
2011-06-11 12:15:00,67.9,269,8.47,3.1,103.3,9.4,13.1,17.74,3.26,12,43.008,0.073,3,
2011-06-11 12:45:00,68.12,269,8.48,2.6,103.9,9.43,13.3,17.75,3.31,12.2,43.04,0.093,3,
2011-06-11 13:15:00,68.32,269,8.5,2.8,104.9,9.5,13.4,17.77,3.26,12.2,42.905,0.092,2,
